system:index,Frequency_GHz,IncidenceAngle,LAI,SoilMoisture,SoilRoughness_placeholder,VH,VV,date,.geo
S1A_IW_GRDH_1SDV_20150210T222837_20150210T222902_004567_0059DB_7810,5.405,35.19859360859147,0.29040302922706224,,,-18.840924856910927,-10.642518430642248,2015-02-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150210T222902_20150210T222927_004567_0059DB_B01E,5.405,34.78824034004975,0.29040302922706224,,,-17.81517348497208,-9.822870849922165,2015-02-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150210T222927_20150210T222952_004567_0059DB_DFC2,5.405,33.81754448897312,0.29040302922706224,,,-17.463556460011276,-9.38480820167581,2015-02-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150210T222952_20150210T223017_004567_0059DB_BEBA,5.405,32.817554937531824,0.29040302922706224,,,-17.367012601855077,-8.95465739439091,2015-02-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150210T223017_20150210T223042_004567_0059DB_6FD4,5.405,32.19151236037904,0.29040302922706224,,,-18.027707324355376,-10.14741763715981,2015-02-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150217T222015_20150217T222040_004669_005C3C_F0EB,5.405,37.549536287404514,0.29085216749588866,,,-16.9557275574723,-8.93122294801055,2015-02-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150217T222040_20150217T222105_004669_005C3C_DB59,5.405,38.706156461958436,0.29085216749588866,,,-19.53719647208646,-11.29287970548512,2015-02-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150217T222105_20150217T222130_004669_005C3C_0554,5.405,38.749163128323545,0.29085216749588866,,,-21.02950217625663,-11.222397182244043,2015-02-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150217T222130_20150217T222155_004669_005C3C_FA05,5.405,38.71253043052215,0.29085216749588866,,,-19.586695134443634,-10.648518074676387,2015-02-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20150217T222155_20150217T222220_004669_005C3C_BDC4,5.405,38.63577935470319,0.29085216749588866,,,-18.6006757428084,-10.344027547049699,2015-02-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
